arquivo,output,timestamp
.gradio/flagged/arquivo/ffd253ea209459e14d7d/novas_empresas.csv,.gradio/flagged/output/4fe23b2e6babeeb945ed/predicoes.csv,2025-03-29 06:16:44.706544
